Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Orig Mean Difference,Orig Disparate Impact,Accuracy,Precision,Recall,AUC,Dataset,Sens_Attr,Valid,Time,Failed,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
-,-,-,Logistic Regression,63.0,-0.1428997715961529,0.3298683284238961,0.14447517109738128,-0.043493155210413026,-0.019971780610654466,-0.19183395271994255,0.36778924190238754,0.8358027421494914,0.7297476759628154,0.5048231511254019,0.8775759711438387,Adult,Sex,Valid,{0.31},,0.14447517109738128,-0.043493155210413026,-0.019971780610654466,2,61.0,78.0,63.0
di1,egr_fp2,-,-,63.0,-0.07863006564044905,0.642198815009875,0.1270740642845448,-0.05712208778115088,-0.09922384255390271,-0.09858343942725817,0.6122252211238293,0.8358027421494914,0.683068783068783,0.5930179145613229,0.7893386309163428,Adult,Race,Valid,{67.83},,0.14447517109738128,0.03280595796506555,0.05440414507772018,2,69.5,69.5,63.0
-,-,eop1,Naive Bayes,65.0,-0.07190834911592747,0.7767944308675928,0.13449567593601092,0.04537819534717136,0.09003133664747098,-0.19183395271994255,0.36778924190238754,0.7666961521450686,0.5124028137726768,0.6357372531005971,0.8981789575127768,Adult,Sex,Valid,{0.45},,0.09102549774306413,-0.18415987197047362,-0.15812373874095587,3,90.5,50.0,65.0
-,-,-,Logistic Regression,66.0,-0.02568616590334155,0.8489413423438753,0.14447517109738128,0.03280595796506555,0.05440414507772018,-0.09858343942725817,0.6122252211238293,0.8358027421494914,0.7297476759628154,0.5048231511254019,0.8775759711438387,Adult,Race,Valid,{0.3},,0.14447517109738128,0.03280595796506555,0.05440414507772018,1,61.0,80.0,66.0
-,-,cpp1,Random Forest,66.0,-0.08465137811874804,0.6008342266835591,0.1332334642649136,-0.04639163277478783,-0.060131309543707157,-0.09858343942725817,0.6122252211238293,0.8321539141972578,0.6817429674572532,0.5677537896187413,0.8708516475412253,Adult,Race,Valid,{3.1},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,4,69.0,72.0,66.0
di1,gsr_eo2,eop3,-,68.0,-0.0736802553927359,0.6667966459319589,0.14579690847031174,0.06461023830724855,0.14117569851191936,-0.19183395271994255,0.36778924190238754,0.8167846085802742,0.6459034792368126,0.5287092328892972,0.9037399279800024,Adult,Sex,Valid,{19.03},,0.14447517109738128,-0.043493155210413026,-0.019971780610654466,1,74.5,67.0,68.0
rw1,-,-,Logistic Regression,68.0,-0.1464109716961126,0.3841025675782741,0.13618023825115913,-0.019908128469877995,0.03412085117553443,-0.19183395271994255,0.36778924190238754,0.8341441839893853,0.697146185206756,0.5498392282958199,0.8672125191955107,Adult,Sex,Valid,{0.36},,0.14447517109738128,-0.043493155210413026,-0.019971780610654466,3,68.0,73.5,68.0
rw1,-,cpp2,Random Forest,70.0,-0.08364155685256525,0.6082000542152346,0.13370582320889482,-0.04362476106804632,-0.05444593013538368,-0.09858343942725817,0.6122252211238293,0.8306059265811587,0.6765188834154351,0.5677537896187413,0.8721422962529948,Adult,Race,Valid,{3.34},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,4,72.0,70.5,70.0
di1,-,eop2,Random Forest,71.0,-0.06812511367206231,0.7121557189513945,0.13092294869334237,-0.04916192774713664,-0.09238937405983616,-0.09858343942725817,0.6122252211238293,0.819438301636444,0.632295719844358,0.5971520440973818,0.890293889564833,Adult,Race,Valid,{6.37},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,3,77.25,65.5,71.0
-,-,roc1,Naive Bayes,72.0,-0.02953593811834143,0.8763512686888967,0.12755569477366518,0.16503041138069052,0.3005611064625683,-0.19183395271994255,0.36778924190238754,0.8230871295886776,0.6391702846116739,0.6086357372531006,0.8981789575127768,Adult,Sex,Valid,{17.04},,0.09102549774306413,-0.18415987197047362,-0.15812373874095587,2,66.5,76.5,72.0
