Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,Failed,Orig Mean Difference,Orig Disparate Impact,AUC,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
-,-,roc1,Random Forest,-0.1000467508181393,0.7875930521091812,0.3760399231147264,-0.08437799043062197,-0.029999999999999916,0.66,0.4642857142857143,0.8666666666666667,German,Sex,Fail,{2.13},,-0.07947639083683966,0.8903225806451612,0.8296428571428571,0.08297706050276936,-0.10177033492822965,-0.05999999999999994,3,105.0,45.0
-,pr1,-,-,-0.15521271622253385,0.797930614729154,0.1500863875469441,-0.13025119617224878,-0.10499999999999998,0.77,0.625,0.5833333333333334,German,Sex,Valid,{2.47},,-0.07947639083683966,0.8903225806451612,0.8136904761904762,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,2,106.0,47.0
rw1,pr2,-,-,-0.15521271622253385,0.797930614729154,0.1500863875469441,-0.13025119617224878,-0.10499999999999998,0.77,0.625,0.5833333333333334,German,Sex,Valid,{2.46},,-0.07947639083683966,0.8903225806451612,0.8136904761904762,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,2,106.0,47.0
rw1,-,eop2,Naive Bayes,-0.03053931124106568,0.9519672968829841,0.28871336204170006,-0.009315354048596236,0.08123249299719881,0.64,0.4189189189189189,0.5166666666666667,German,Age,Fail,{0.01},,-0.18193632228719947,0.7523219814241486,0.7708333333333333,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,2,108.0,54.0
-,-,eop1,Naive Bayes,-0.07569850552306695,0.8622117090479006,0.3048410117169006,-0.017686144225131914,0.0672268907563025,0.685,0.4838709677419355,0.75,German,Age,Fail,{0.01},,-0.18193632228719947,0.7523219814241486,0.7766666666666666,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,2,109.0,57.0
di1,-,eop2,Logistic Regression,-0.15399610136452246,0.797175866495507,0.1655991417996053,-0.10637743469480812,-0.03081232492997199,0.74,0.5740740740740741,0.5166666666666667,German,Age,Valid,{0.07},,-0.18193632228719947,0.7523219814241486,0.8161904761904762,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,110.0,25.0
-,gsr_eo1,cpp2,-,-0.1704067321178121,0.7990074441687345,0.1181393075852181,-0.18212918660287086,-0.07000000000000006,0.765,0.6585365853658537,0.45,German,Sex,Valid,{0.97},,-0.07947639083683966,0.8903225806451612,0.7813095238095238,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,2,111.0,50.0
rw1,gsr_eo2,eop3,-,-0.14619883040935677,0.8120300751879699,0.15585328913874222,-0.09699693831020778,-0.04761904761904756,0.74,0.58,0.48333333333333334,German,Age,Valid,{0.97},,-0.18193632228719947,0.7523219814241486,0.8128571428571428,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,112.0,28.0
rw1,-,roc2,Naive Bayes,0.03866146848602986,1.0792804796802131,0.3253203213864138,0.12771154973617355,0.10084033613445376,0.685,0.48514851485148514,0.8166666666666667,German,Age,Fail,{1.98},,-0.18193632228719947,0.7523219814241486,0.7708333333333333,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,1,113.0,58.0
di1,-,-,Naive Bayes,-0.2131254061078623,0.6773241515002459,0.19639473620425946,-0.13015438733632984,-0.07563025210084029,0.77,0.5921052631578947,0.75,German,Age,Valid,{0.05},,-0.18193632228719947,0.7523219814241486,0.787797619047619,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,2,114.0,66.0
di1,-,cpp2,Naive Bayes,-0.2131254061078623,0.6773241515002459,0.19639473620425946,-0.13015438733632984,-0.07563025210084029,0.77,0.5921052631578947,0.75,German,Age,Valid,{0.05},,-0.18193632228719947,0.7523219814241486,0.787797619047619,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,2,114.0,70.0
-,-,-,Naive Bayes,-0.17446393762183238,0.7308270676691729,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,0.755,0.5714285714285714,0.7333333333333333,German,Age,Valid,{0.0},,-0.18193632228719947,0.7523219814241486,0.7766666666666666,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,2,116.0,63.0
-,-,cpp1,Naive Bayes,-0.17446393762183238,0.7308270676691729,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,0.755,0.5714285714285714,0.7333333333333333,German,Age,Valid,{0.01},,-0.18193632228719947,0.7523219814241486,0.7766666666666666,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,2,116.0,65.0
rw1,-,roc2,Logistic Regression,-0.15464587394411955,0.7185097575399172,0.2829810826945633,-0.05198358413132696,-0.11764705882352944,0.72,0.5208333333333334,0.8333333333333334,German,Age,Valid,{2.03},,-0.18193632228719947,0.7523219814241486,0.8257142857142857,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,116.0,34.0
di1,gsr_eo2,roc3,-,-0.13612735542560106,0.7435740514075887,0.3116287653667959,-0.046804768418995515,-0.08403361344537819,0.695,0.494949494949495,0.8166666666666667,German,Age,Fail,{2.97},,-0.18193632228719947,0.7523219814241486,0.814404761904762,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,119.0,44.0
di1,-,cpp2,Naive Bayes,0.19378214118747084,1.3004711852120334,0.17433411714128522,0.26867224880382773,0.14500000000000002,0.745,0.576271186440678,0.5666666666666667,German,Sex,Valid,{0.05},,-0.07947639083683966,0.8903225806451612,0.7529761904761906,0.2100372780668246,-0.058600478468899556,-0.05500000000000005,1,120.0,70.0
-,gsr_eo1,roc2,-,-0.13612735542560106,0.7435740514075887,0.3116287653667959,-0.046804768418995515,-0.08403361344537819,0.695,0.494949494949495,0.8166666666666667,German,Age,Fail,{2.94},,-0.18193632228719947,0.7523219814241486,0.8128571428571428,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,121.0,32.0
rw1,-,cpp2,Naive Bayes,0.15264142122487145,1.2393695014662758,0.19103931815521188,0.225944976076555,0.10499999999999998,0.735,0.5555555555555556,0.5833333333333334,German,Sex,Valid,{0.01},,-0.07947639083683966,0.8903225806451612,0.748095238095238,0.2100372780668246,-0.058600478468899556,-0.05500000000000005,1,121.0,53.0
rw1,gsr_eo2,roc3,-,-0.13612735542560106,0.7435740514075887,0.3116287653667959,-0.046804768418995515,-0.08403361344537819,0.695,0.494949494949495,0.8166666666666667,German,Age,Fail,{2.95},,-0.18193632228719947,0.7523219814241486,0.8128571428571428,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,121.0,32.0
-,-,cpp1,Random Forest,-0.24520804114071992,0.7474723158401541,0.07707118653817945,-0.30098086124401907,-0.08999999999999997,0.755,0.7619047619047619,0.26666666666666666,German,Sex,Valid,{0.17},,-0.07947639083683966,0.8903225806451612,0.6924999999999999,0.08297706050276936,-0.10177033492822965,-0.05999999999999994,2,124.0,64.0
di1,egr_fp2,eop3,-,-0.1507472384665367,0.8135797509039775,0.14766998960089084,-0.12390072307992972,-0.008403361344537896,0.73,0.5681818181818182,0.4166666666666667,German,Age,Valid,{2.45},,-0.18193632228719947,0.7523219814241486,0.7514285714285716,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,125.0,60.0
di1,-,roc2,Random Forest,-0.1559454191033139,0.7523219814241485,0.23628831643026046,-0.07413197837274446,-0.08123249299719892,0.73,0.5375,0.7166666666666667,German,Age,Valid,{2.16},,-0.18193632228719947,0.7523219814241486,0.8110714285714286,0.07321752076457921,-0.03494886326623675,-0.0056022408963586345,2,126.0,43.0
-,-,eop1,Naive Bayes,-0.14492753623188404,0.7752808988764045,0.2208850457511506,-0.10632775119617224,-0.10499999999999998,0.75,0.5625,0.75,German,Sex,Valid,{0.01},,-0.07947639083683966,0.8903225806451612,0.7766666666666666,0.2100372780668246,-0.058600478468899556,-0.05500000000000005,1,127.0,57.0
rw1,egr_fp2,eop3,-,-0.15237166991552964,0.8056361375880645,0.15013281219384988,-0.10119861898247673,-0.05602240896358546,0.745,0.5918367346938775,0.48333333333333334,German,Age,Valid,{2.41},,-0.18193632228719947,0.7523219814241486,0.7217261904761905,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,128.0,27.0
-,-,cpp1,Random Forest,-0.2894736842105263,0.7105263157894737,0.06480427898740287,-0.3123249299719888,-0.09523809523809523,0.735,0.8181818181818182,0.15,German,Age,Valid,{0.16},,-0.18193632228719947,0.7523219814241486,0.5963095238095238,0.07321752076457921,-0.03494886326623675,-0.0056022408963586345,2,129.0,64.0
di1,-,cpp2,Random Forest,-0.2894736842105263,0.7105263157894737,0.06480427898740289,-0.3123249299719888,-0.09523809523809523,0.735,0.8181818181818182,0.15,German,Age,Valid,{0.21},,-0.18193632228719947,0.7523219814241486,0.5963095238095237,0.07321752076457921,-0.03494886326623675,-0.0056022408963586345,2,130.0,71.0
-,-,cpp1,Logistic Regression,-0.40253411306042886,0.5898709036742801,0.07237207724989228,-0.4263240179792848,-0.13445378151260512,0.755,0.7894736842105263,0.25,German,Age,Valid,{0.02},,-0.18193632228719947,0.7523219814241486,0.6467261904761905,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,2,131.0,62.0
di1,-,roc2,Logistic Regression,-0.170240415854451,0.667723525681674,0.33732638244721047,-0.07439254771676111,-0.16246498599439774,0.68,0.4807692307692308,0.8333333333333334,German,Age,Fail,{2.03},,-0.18193632228719947,0.7523219814241486,0.8161904761904762,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,3,132.0,42.0
di1,-,cpp2,Logistic Regression,-0.3548387096774194,0.6451612903225806,0.08233640669704595,-0.43863636363636366,-0.15000000000000002,0.75,0.7272727272727273,0.26666666666666666,German,Sex,Valid,{0.06},,-0.07947639083683966,0.8903225806451612,0.6257142857142857,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,2,133.0,67.0
di1,-,cpp2,Random Forest,-0.25806451612903225,0.7419354838709677,0.07954432033218992,-0.3125,-0.125,0.73,0.6875,0.18333333333333332,German,Sex,Valid,{0.21},,-0.07947639083683966,0.8903225806451612,0.6417857142857143,0.08297706050276936,-0.10177033492822965,-0.05999999999999994,2,134.0,71.0
-,-,cpp1,Logistic Regression,-0.33870967741935487,0.6612903225806451,0.08287158135458067,-0.41590909090909095,-0.15000000000000002,0.745,0.7142857142857143,0.25,German,Sex,Valid,{0.02},,-0.07947639083683966,0.8903225806451612,0.6347619047619047,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,2,135.0,62.0
-,-,roc1,Random Forest,-0.21929824561403505,0.6710526315789475,0.22033771909824096,-0.1510325060256661,-0.10644257703081239,0.735,0.5466666666666666,0.6833333333333333,German,Age,Valid,{2.23},,-0.18193632228719947,0.7523219814241486,0.8101190476190475,0.07321752076457921,-0.03494886326623675,-0.0056022408963586345,1,136.0,45.0
rw1,-,roc2,Random Forest,-0.2196231319038337,0.6090225563909774,0.2914340970916358,-0.11543221939938765,-0.22128851540616246,0.71,0.5104166666666666,0.8166666666666667,German,Age,Valid,{2.13},,-0.18193632228719947,0.7523219814241486,0.8107738095238095,0.07321752076457921,-0.03494886326623675,-0.0056022408963586345,1,137.0,38.0
-,pr1,cpp2,-,-0.3157894736842105,0.6842105263157895,0.07556324448883808,-0.33053221288515405,-0.19047619047619047,0.72,0.6666666666666666,0.13333333333333333,German,Age,Valid,{2.78},,-0.18193632228719947,0.7523219814241486,0.5632738095238095,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,2,138.0,68.0
